stock_ID,date,shrout_adj_factor,price,return_incl_divs,shrout,return_ex_divs,market_return,MktRF,SMB,HML,RF,MOM
10001,31mar1989,,6.75,.017777778,998,0,.02146523,.0157,.0073,.0048,.0067,.0356
10001,28apr1989,,7.25,.074074075,998,.074074075,.04820446,.0433,-.006,-.0145,.0067,.017
10001,31may1989,,7,-.034482758,998,-.034482758,.03933809,.0335,-.0004,-.0084,.0079,.0155
10001,30jun1989,,7,.017142856,1001,0,-.00486614,-.0135,-.0101,.0217,.0071,.0066
10001,31jul1989,,7.25,.035714287,1001,.035714287,.07713073,.072,-.0402,-.0281,.007,.054
10001,31aug1989,,9.25,.275862068,1001,.275862068,.0221267,.0144,.0053,.0065,.0074,-.0014
10001,29sep1989,,8.875,-.027027028,1019,-.040540539,-.00147436,-.0076,.003,-.0134,.0065,.0339
10001,31oct1989,,9.5,.070422538,1019,.070422538,-.02928132,-.0367,-.0326,-.0109,.0068,.0137
10001,30nov1989,,9.875,.039473683,1019,.039473683,.0178154,.0103,-.0122,-.0108,.0069,.0257
10001,29dec1989,,10.125,.037974682,1022,.025316456,.01829512,.0116,-.0238,.0024,.0061,.0278
10001,31jan1990,,9.9375,-.018518519,1022,-.018518519,-.07011517,-.0785,-.013,.0089,.0057,-.0332
10001,28feb1990,,9.875,-.006289308,1022,-.006289308,.01490096,.0111,.0105,.0063,.0057,-.0052
10001,30mar1990,,9.875,.012658228,1027,0,.02414006,.0183,.0148,-.0286,.0064,.0166
10001,30apr1990,,9.875,0,1027,0,-.02828588,-.0336,-.005,-.0258,.0069,.0246
10001,31may1990,,9.75,-.012658228,1027,-.012658228,.0889361,.0842,-.0256,-.0374,.0068,.0305
10001,29jun1990,,9.75,.014102564,1031,0,-.00419626,-.0109,.0145,-.0201,.0063,.0242
10001,31jul1990,,10,.025641026,1031,.025641026,-.00940477,-.019,-.032,-.0001,.0068,.0593
10001,31aug1990,,9.5,-.050000001,1031,-.050000001,-.09189577,-.1014,-.0359,.016,.0066,.018
10001,28sep1990,,9.75,.040789474,1044,.02631579,-.05384322,-.0612,-.0367,.0074,.006,.0552
10001,31oct1990,,9.625,-.012820513,1044,-.012820513,-.01250398,-.0192,-.0554,.0025,.0068,.0673
10001,30nov1990,,9.625,0,1044,0,.06574359,.0635,.0033,-.0307,.0057,-.0561
10001,31dec1990,,9.5,.001298702,1054,-.012987013,.02951265,.0246,.0082,-.0155,.006,.0015
10001,31jan1991,,9.625,.013157895,1054,.013157895,.04907785,.0469,.038,-.0184,.0052,-.0652
10001,28feb1991,,9.75,.012987013,1054,.012987013,.07584678,.0719,.0391,-.006,.0048,-.0482
10001,28mar1991,,9.5,-.011538461,1054,-.025641026,.02892273,.0265,.039,-.012,.0044,.0281
10001,30apr1991,,9.875,.039473683,1054,.039473683,.00332213,-.0028,.0051,.014,.0053,-.0239
10001,31may1991,,9.875,0,1054,0,.04073162,.0364,-.0034,-.0055,.0047,-.0011
10001,28jun1991,,10.5,.078481011,1073,.06329114,-.04402925,-.0494,.0006,.0119,.0042,.0046
10001,31jul1991,,10.125,-.035714287,1073,-.035714287,.04679512,.0424,-.0094,-.0129,.0049,.0432
10001,30aug1991,,11.5,.135802463,1073,.135802463,.02681936,.0232,.016,-.008,.0046,.016
10001,30sep1991,,11.5,.013043479,1073,0,-.01097486,-.0159,.0163,-.01,.0046,.0173
10001,31oct1991,,13,.130434781,1073,.130434781,.01778866,.0128,.0089,-.0048,.0042,.0319
10001,29nov1991,,14.75,.134615391,1073,.134615391,-.03727527,-.0419,-.0048,-.0192,.0039,.0126
10001,31dec1991,,14.5,-.00677966,1075,-.016949153,.1067783,.1083,-.0225,-.0404,.0038,.0829
10001,31jan1992,,13.75,-.05172414,1075,-.05172414,-.00118234,-.0059,.0846,.0453,.0034,-.0247
10001,28feb1992,,11,-.200000003,1075,-.200000003,.01335434,.0109,.0088,.0638,.0028,-.0061
10001,31mar1992,,11.75,.081818186,1075,.06818182,-.02369961,-.0265,-.0102,.0367,.0034,-.0035
10001,30apr1992,,11.875,.010638298,1075,.010638298,.01341884,.0108,-.061,.0432,.0032,-.026
10001,29may1992,,12,.010526316,1075,.010526316,.00643855,.003,.0039,.0125,.0028,.001
10001,30jun1992,,11.75,-.007708333,1075,-.020833334,-.01928691,-.0234,-.031,.0339,.0032,-.006
10001,31jul1992,,12.5,.063829787,1075,.063829787,.03989998,.0377,-.0043,-.0053,.0031,.0143
10001,31aug1992,,13,.039999999,1075,.039999999,-.02081965,-.0238,-.0011,-.0105,.0026,-.0052
10001,30sep1992,,15,.165961534,1075,.15384616,.01244722,.0119,.0055,-.0024,.0026,.0144
10001,30oct1992,,14.625,-.025,1075,-.025,.01098552,.0102,.0205,-.0209,.0023,.0273
10001,30nov1992,,14.375,-.017094018,1075,-.017094018,.04019304,.0413,.037,-.0147,.0023,-.0034
10001,31dec1992,,14,-.015130435,1080,-.026086956,.01776835,.0153,.0165,.0252,.0028,.0447
10001,29jan1993,,14,0,1080,0,.01264339,.0093,.0205,.0589,.0023,.0482
10001,26feb1993,,14.25,.017857144,1080,.017857144,.00540228,.0013,-.0343,.0645,.0022,.0313
